iter,move,improve,obj,return,n_assets,qX,qN,qNv,iter_time,max_iter,neighbours,alpha,exp_return,k_min,k_max,move_strategy,selection_strategy,tag,X,Z,gls_iter,gls_improve
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,237,0.572416,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,232,0.501332,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,248,0.500608,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,229,0.50298,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,235,0.499044,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,242,0.501462,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,246,0.50478,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",1,False
0,iDR,False,0.034114,0.0010017641644790001,7,7,1000,261,0.508663,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
1,iDR,False,0.034114,0.0010017641644790001,7,7,1000,234,0.499806,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
2,iDR,False,0.034114,0.0010017641644790001,7,7,1000,256,0.503734,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
3,iDR,False,0.034114,0.0010017641644790001,7,7,1000,243,0.51663,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
4,iDR,False,0.034114,0.0010017641644790001,7,7,1000,227,0.494628,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
5,iDR,False,0.034114,0.0010017641644790001,7,7,1000,243,0.505647,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
6,iDR,False,0.034114,0.0010017641644790001,7,7,1000,251,0.507917,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
7,iDR,False,0.034114,0.0010017641644790001,7,7,1000,266,0.513518,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
8,iDR,False,0.034114,0.0010017641644790001,7,7,1000,237,0.491338,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
9,iDR,False,0.034114,0.0010017641644790001,7,7,1000,248,0.521143,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
10,iDR,False,0.034114,0.0010017641644790001,7,7,1000,235,0.515816,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",2,False
0,iDR,False,0.034616,0.0010017641644790001,7,7,1000,257,0.519608,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
1,iDR,False,0.034616,0.0010017641644790001,7,7,1000,248,0.50284,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
2,iDR,False,0.034616,0.0010017641644790001,7,7,1000,225,0.496647,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
3,iDR,False,0.034616,0.0010017641644790001,7,7,1000,245,0.499552,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
4,iDR,False,0.034616,0.0010017641644790001,7,7,1000,241,0.503128,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
5,iDR,False,0.034616,0.0010017641644790001,7,7,1000,228,0.511319,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
6,iDR,False,0.034616,0.0010017641644790001,7,7,1000,202,0.504647,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
7,iDR,False,0.034616,0.0010017641644790001,7,7,1000,217,0.505927,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
8,iDR,False,0.034616,0.0010017641644790001,7,7,1000,237,0.515309,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
9,iDR,False,0.034616,0.0010017641644790001,7,7,1000,244,0.49491,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
10,iDR,False,0.034616,0.0010017641644790001,7,7,1000,254,0.511219,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",3,False
0,iDR,False,0.035132,0.0010017641644790001,7,7,1000,228,0.50282,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
1,iDR,False,0.035132,0.0010017641644790001,7,7,1000,254,0.51293,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
2,iDR,False,0.035132,0.0010017641644790001,7,7,1000,230,0.486869,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
3,iDR,False,0.035132,0.0010017641644790001,7,7,1000,230,0.504574,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
4,iDR,False,0.035132,0.0010017641644790001,7,7,1000,238,0.486265,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
5,iDR,False,0.035132,0.0010017641644790001,7,7,1000,243,0.497176,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
6,iDR,False,0.035132,0.0010017641644790001,7,7,1000,227,0.507754,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
7,iDR,False,0.035132,0.0010017641644790001,7,7,1000,240,0.515287,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
8,iDR,False,0.035132,0.0010017641644790001,7,7,1000,236,0.499201,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
9,iDR,False,0.035132,0.0010017641644790001,7,7,1000,247,0.49724,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
10,iDR,False,0.035132,0.0010017641644790001,7,7,1000,238,0.498368,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",4,False
0,iDR,False,0.035663,0.0010017641644790001,7,7,1000,251,0.507656,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
1,iDR,False,0.035663,0.0010017641644790001,7,7,1000,234,0.495883,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
2,iDR,False,0.035663,0.0010017641644790001,7,7,1000,255,0.500746,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
3,iDR,False,0.035663,0.0010017641644790001,7,7,1000,216,0.488735,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
4,iDR,False,0.035663,0.0010017641644790001,7,7,1000,230,0.521386,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
5,iDR,False,0.035663,0.0010017641644790001,7,7,1000,235,0.501545,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
6,iDR,False,0.035663,0.0010017641644790001,7,7,1000,251,0.536556,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
7,iDR,False,0.035663,0.0010017641644790001,7,7,1000,243,0.502013,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
8,iDR,False,0.035663,0.0010017641644790001,7,7,1000,219,0.494995,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
9,iDR,False,0.035663,0.0010017641644790001,7,7,1000,227,0.526756,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
10,iDR,False,0.035663,0.0010017641644790001,7,7,1000,256,0.500871,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",5,False
0,iDR,False,0.036211,0.0010017641644790001,7,7,1000,223,0.491819,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
1,iDR,False,0.036211,0.0010017641644790001,7,7,1000,224,0.497034,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
2,iDR,False,0.036211,0.0010017641644790001,7,7,1000,237,0.500161,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
3,iDR,False,0.036211,0.0010017641644790001,7,7,1000,226,0.509933,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
4,iDR,False,0.036211,0.0010017641644790001,7,7,1000,205,0.493629,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
5,iDR,False,0.036211,0.0010017641644790001,7,7,1000,229,0.495407,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
6,iDR,False,0.036211,0.0010017641644790001,7,7,1000,225,0.503042,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
7,iDR,False,0.036211,0.0010017641644790001,7,7,1000,238,0.51095,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
8,iDR,False,0.036211,0.0010017641644790001,7,7,1000,227,0.494261,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
9,iDR,False,0.036211,0.0010017641644790001,7,7,1000,232,0.505205,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
10,iDR,False,0.036211,0.0010017641644790001,7,7,1000,221,0.495003,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",6,False
0,TID,True,0.036596,0.0010021841644790002,7,7,1000,247,0.515286,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
1,iDR,False,0.036596,0.0010021841644790002,7,7,1000,224,0.5088,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
2,iDR,False,0.036596,0.0010021841644790002,7,7,1000,236,0.500386,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
3,iDR,False,0.036596,0.0010021841644790002,7,7,1000,245,0.506548,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
4,iDR,False,0.036596,0.0010021841644790002,7,7,1000,226,0.500728,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
5,iDR,False,0.036596,0.0010021841644790002,7,7,1000,234,0.510867,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
6,iDR,False,0.036596,0.0010021841644790002,7,7,1000,238,0.497607,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
7,iDR,False,0.036596,0.0010021841644790002,7,7,1000,221,0.502546,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
8,iDR,False,0.036596,0.0010021841644790002,7,7,1000,231,0.509313,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
9,iDR,False,0.036596,0.0010021841644790002,7,7,1000,250,0.497656,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
10,iDR,False,0.036596,0.0010021841644790002,7,7,1000,237,0.499347,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
11,iDR,False,0.036596,0.0010021841644790002,7,7,1000,256,0.489005,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.010446299999999999, 0.01]","[4, 8, 16, 18, 25, 28, 30]",7,False
0,TID,True,0.033627,0.0010017641644790001,7,7,1000,239,0.5094,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,246,0.576083,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,226,0.515593,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,237,0.516705,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,252,0.512704,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,252,0.503966,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
6,iDR,False,0.033627,0.0010017641644790001,7,7,1000,237,0.505936,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
7,iDR,False,0.033627,0.0010017641644790001,7,7,1000,219,0.499019,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
8,iDR,False,0.033627,0.0010017641644790001,7,7,1000,258,0.526328,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
9,iDR,False,0.033627,0.0010017641644790001,7,7,1000,230,0.513074,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
10,iDR,False,0.033627,0.0010017641644790001,7,7,1000,250,0.519561,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
11,iDR,False,0.033627,0.0010017641644790001,7,7,1000,244,0.506007,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",8,False
0,iDR,False,0.033627,0.0010017641644790001,7,7,1000,216,0.504098,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
1,iDR,False,0.033627,0.0010017641644790001,7,7,1000,230,0.504992,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
2,iDR,False,0.033627,0.0010017641644790001,7,7,1000,216,0.503925,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
3,iDR,False,0.033627,0.0010017641644790001,7,7,1000,239,0.526923,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
4,iDR,False,0.033627,0.0010017641644790001,7,7,1000,238,0.499196,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
5,iDR,False,0.033627,0.0010017641644790001,7,7,1000,267,0.514888,100,1000,0.1,0.001,5,15,best,best,gls,"[0.022974, 0.010023, 0.8738974700000001, 0.010023, 0.062005223000000005, 0.01, 0.010446299999999999]","[4, 8, 16, 18, 25, 27, 28]",9,False
